State,District,Block,total_recharge_ham,annual_extractable_resource_ham,total_extraction_ham,stage_of_extraction_pct,category
9,154,1255,15045,11658,7614,65.31,Safe
9,154,1256,7854,6721,3544,52.73,Safe
9,154,1257,14695,12010,12881,107.25,Over-Exploited
9,122,859,16577,12087,10884,90.05,Critical
9,122,860,16763,13275,12273,92.45,Critical
9,122,861,8792,6210,4379,70.52,Semi-Critical
9,122,862,16618,14302,6821,47.69,Safe
9,122,863,19820,18297,10734,58.67,Safe
9,122,864,10330,9516,5536,58.18,Safe
9,122,865,12871,11260,8340,74.07,Semi-Critical
9,140,1086,13235,10805,7808,72.26,Semi-Critical
9,140,1087,8612,7130,5015,70.34,Semi-Critical
9,140,1088,7618,5593,4179,74.72,Semi-Critical
9,140,1089,9678,7599,8289,109.08,Over-Exploited
9,140,1090,8163,6097,3712,60.88,Safe
9,140,1091,14480,13108,10888,83.06,Semi-Critical
9,140,1092,7942,7375,4186,56.76,Safe
9,140,1093,13411,11187,8128,72.66,Semi-Critical
9,140,954,6925,6107,3297,53.99,Safe
9,140,1094,7972,5822,4603,79.06,Semi-Critical
9,140,1095,16705,14234,8334,58.55,Safe
9,123,866,15640,13695,5830,42.57,Safe
9,123,867,16663,13550,13152,97.06,Critical
9,123,868,15966,12147,5949,48.98,Safe
9,123,869,5990,5506,3620,65.75,Safe
9,123,870,16138,14293,10491,73.4,Semi-Critical
9,123,871,6812,6300,4427,70.27,Semi-Critical
9,123,872,18145,16413,14902,90.79,Critical
9,123,873,13995,13261,10844,81.77,Semi-Critical
9,123,874,5489,4106,2491,60.67,Safe
9,123,875,16748,12086,5271,43.61,Safe
9,123,876,10876,8529,7994,93.73,Critical
9,123,877,14685,10753,6954,64.67,Safe
9,123,878,8645,7182,7345,102.27,Over-Exploited
9,123,879,12081,10368,7014,67.65,Safe
9,123,880,7891,6664,6013,90.23,Critical
9,123,881,14897,11393,12050,105.77,Over-Exploited
9,123,882,8516,7896,6757,85.57,Semi-Critical
9,123,883,8340,5882,4055,68.94,Safe
9,123,884,11410,8979,7157,79.71,Semi-Critical
9,123,885,5053,4445,3468,78.02,Semi-Critical
9,123,886,7575,6754,5466,80.93,Semi-Critical
9,123,887,16783,13494,6784,50.27,Safe
9,124,888,5615,3954,3514,88.87,Semi-Critical
9,124,889,18370,15697,7872,50.15,Safe
9,124,890,10944,7833,3213,41.02,Safe
9,124,891,12404,9017,7550,83.73,Semi-Critical
9,124,892,5954,5135,2474,48.18,Safe
9,124,893,15625,12158,11419,93.92,Critical
9,125,894,6629,5217,5249,100.61,Over-Exploited
9,125,895,15973,13125,13929,106.13,Over-Exploited
9,125,896,11859,11202,9691,86.51,Semi-Critical
9,125,897,13841,13029,9607,73.74,Semi-Critical
9,125,898,15539,12494,8078,64.66,Safe
9,125,899,17682,13551,10077,74.36,Semi-Critical
9,125,900,8278,6420,3423,53.32,Safe
9,125,901,10455,8021,5164,64.38,Safe
9,125,903,15832,13189,11903,90.25,Critical
9,125,902,8801,7495,4138,55.21,Safe
9,125,904,7561,6216,3635,58.48,Safe
9,125,905,16441,13185,12189,92.45,Critical
9,125,906,11539,8686,4555,52.44,Safe
9,125,907,5370,4406,2520,57.19,Safe
9,126,908,5857,4599,1896,41.23,Safe
9,126,909,9886,8258,7465,90.4,Critical
9,126,910,17945,15590,12979,83.25,Semi-Critical
9,126,911,12485,10716,9495,88.61,Semi-Critical
9,126,912,18680,15235,8379,55.0,Safe
9,126,913,5383,4516,3979,88.11,Semi-Critical
9,126,914,19397,14959,12228,81.74,Semi-Critical
9,126,915,17069,12051,7908,65.62,Safe
9,126,916,15744,13480,9523,70.65,Semi-Critical
9,126,917,9334,7123,5680,79.74,Semi-Critical
9,126,918,9290,8056,6004,74.53,Semi-Critical
9,126,919,7725,6850,5817,84.92,Semi-Critical
9,126,920,17226,16002,8428,52.67,Safe
9,126,921,16485,15488,12057,77.85,Semi-Critical
9,126,922,11204,7872,5630,71.52,Semi-Critical
9,126,923,18440,17473,12627,72.27,Semi-Critical
9,126,924,11111,9674,7048,72.86,Semi-Critical
9,127,925,9251,7964,8099,101.7,Over-Exploited
9,127,926,17180,12091,11765,97.3,Critical
9,127,927,5922,5420,4556,84.06,Semi-Critical
9,127,928,7915,5828,5254,90.15,Critical
9,127,929,16142,14678,6310,42.99,Safe
9,127,930,12957,9120,8397,92.07,Critical
9,127,931,18897,16279,12051,74.03,Semi-Critical
9,127,932,8046,6506,4049,62.23,Safe
9,127,933,14166,10627,5290,49.78,Safe
9,128,934,6230,4528,2049,45.25,Safe
9,128,935,15627,12658,5460,43.13,Safe
9,128,936,12647,9242,4743,51.32,Safe
9,128,937,15006,12329,5191,42.1,Safe
9,128,938,16126,13808,12604,91.28,Critical
9,128,939,9933,9007,5170,57.4,Safe
9,128,940,19295,16780,11043,65.81,Safe
9,128,941,14555,10425,10173,97.58,Critical
9,129,942,8940,6945,3335,48.02,Safe
9,129,943,11483,8864,8730,98.49,Critical
9,129,944,5203,4832,4095,84.75,Semi-Critical
9,129,945,5160,4731,3025,63.94,Safe
9,129,946,17679,14011,6759,48.24,Safe
9,129,947,13960,10020,4649,46.4,Safe
9,129,948,8748,8079,5129,63.49,Safe
9,129,949,11718,10804,5382,49.81,Safe
9,129,951,7581,6926,4068,58.74,Safe
9,129,952,6093,5552,2426,43.7,Safe
9,129,953,9500,7790,6360,81.64,Semi-Critical
9,129,955,13799,10271,5152,50.16,Safe
9,129,956,10710,8775,8158,92.97,Critical
9,129,957,14732,12134,6706,55.27,Safe
9,129,958,7875,6477,6208,95.85,Critical
9,130,959,8191,6836,3643,53.29,Safe
9,130,960,6837,5226,4729,90.49,Critical
9,130,961,5689,4503,2851,63.31,Safe
9,130,962,8759,7082,5723,80.81,Semi-Critical
9,130,963,16141,11827,5050,42.7,Safe
9,130,964,18528,15078,11258,74.67,Semi-Critical
9,130,965,7103,6411,3231,50.4,Safe
9,130,966,5365,4866,3602,74.02,Semi-Critical
9,130,967,19010,15262,7614,49.89,Safe
9,130,968,16767,13911,9820,70.59,Semi-Critical
9,130,969,13092,9274,4427,47.74,Safe
9,130,970,17742,15410,8536,55.39,Safe
9,130,971,17391,13932,11376,81.65,Semi-Critical
9,130,972,9172,7441,8063,108.36,Over-Exploited
9,130,973,17517,16087,11493,71.44,Semi-Critical
9,131,974,11033,8996,7925,88.09,Semi-Critical
9,131,975,7378,5203,4045,77.74,Semi-Critical
9,131,976,6205,4696,3516,74.87,Semi-Critical
9,131,977,9988,8179,3642,44.53,Safe
9,131,978,17031,13728,6877,50.09,Safe
9,131,979,10669,9763,9940,101.81,Over-Exploited
9,131,980,7735,6462,4440,68.71,Safe
9,131,981,19362,16891,14020,83.0,Semi-Critical
9,131,982,16539,13517,10404,76.97,Semi-Critical
9,131,983,14867,12040,8009,66.52,Safe
9,131,984,13490,10948,7351,67.14,Safe
9,131,985,5956,4781,3771,78.87,Semi-Critical
9,131,986,14306,11940,5955,49.87,Safe
9,131,987,11623,8863,5947,67.1,Safe
9,179,1510,19908,18370,13095,71.28,Semi-Critical
9,179,1511,15697,12295,13396,108.95,Over-Exploited
9,179,1512,6474,4770,3081,64.59,Safe
9,179,1513,9460,6850,5830,85.11,Semi-Critical
9,179,1514,12002,8441,4188,49.61,Safe
9,179,1515,18986,15297,6819,44.58,Safe
9,132,988,17638,13173,13305,101.0,Over-Exploited
9,132,989,16918,11934,10878,91.15,Critical
9,132,990,16663,13830,8605,62.22,Safe
9,132,991,11396,9914,7467,75.32,Semi-Critical
9,132,992,7828,5647,2795,49.5,Safe
9,132,993,19192,15645,14002,89.5,Semi-Critical
9,132,994,7850,6954,3123,44.91,Safe
9,132,995,18299,17319,16105,92.99,Critical
9,132,996,15698,13606,10650,78.27,Semi-Critical
9,132,997,16962,12911,7684,59.52,Safe
9,132,998,7964,7001,7027,100.37,Over-Exploited
9,133,999,9594,8149,8884,109.02,Over-Exploited
9,133,1000,14141,10647,6154,57.8,Safe
9,133,1001,19282,17600,16972,96.43,Critical
9,133,1002,19334,15599,14430,92.51,Critical
9,133,1003,17795,16736,15447,92.3,Critical
9,133,1005,18615,16394,17542,107.0,Over-Exploited
9,133,1006,11644,10027,7426,74.06,Semi-Critical
9,133,1008,7850,6924,6037,87.19,Semi-Critical
9,133,1009,19933,16335,15954,97.67,Critical
9,133,1011,5165,4267,3139,73.56,Semi-Critical
9,133,1012,16678,15223,11219,73.7,Semi-Critical
9,133,1013,15701,13663,8512,62.3,Safe
9,133,1014,5919,5470,5177,94.64,Critical
9,133,1015,13305,12276,10807,88.03,Semi-Critical
9,133,1016,8504,8028,5746,71.57,Semi-Critical
9,134,1017,5991,5242,3635,69.34,Safe
9,134,1018,11047,9120,4111,45.08,Safe
9,134,1019,19542,14491,5862,40.45,Safe
9,134,1020,8839,7746,5966,77.02,Semi-Critical
9,134,1021,6258,4836,3347,69.21,Safe
9,134,1022,12609,9718,9302,95.72,Critical
9,134,1023,16618,12622,9843,77.98,Semi-Critical
9,134,1024,13706,12592,13293,105.57,Over-Exploited
9,134,1025,18519,16981,9123,53.72,Safe
9,134,1026,9804,8409,9191,109.3,Over-Exploited
9,134,1027,16388,13409,8159,60.85,Safe
9,134,1028,19473,16903,14362,84.97,Semi-Critical
9,134,1029,17626,15013,11279,75.13,Semi-Critical
9,134,1030,15776,12682,8264,65.16,Safe
9,134,1031,5067,4027,2003,49.74,Safe
9,134,1032,14788,11766,5816,49.43,Safe
9,135,1033,10660,9032,8111,89.8,Semi-Critical
9,135,1034,9478,8169,5427,66.43,Safe
9,135,1035,13210,10738,11520,107.28,Over-Exploited
9,135,1036,15922,15001,9419,62.79,Safe
9,135,1037,8521,6143,6686,108.84,Over-Exploited
9,135,1038,19409,15270,8303,54.37,Safe
9,135,1039,5572,4484,2116,47.19,Safe
9,135,1040,12082,8508,5264,61.87,Safe
9,135,1041,12832,10153,10355,101.99,Over-Exploited
9,136,1042,10395,7987,6112,76.52,Semi-Critical
9,136,1043,7258,5998,2968,49.48,Safe
9,136,1044,16094,12619,6836,54.17,Safe
9,136,1045,11039,9731,6012,61.78,Safe
9,136,1046,5650,4675,3801,81.3,Semi-Critical
9,137,1047,10741,7867,4977,63.26,Safe
9,137,1048,18281,16224,14973,92.29,Critical
9,137,1049,11838,8580,7133,83.14,Semi-Critical
9,137,1050,7587,6902,6982,101.16,Over-Exploited
9,137,1051,12876,12011,9016,75.06,Semi-Critical
9,137,1052,8262,6449,4074,63.17,Safe
9,137,1053,6338,5904,6478,109.72,Over-Exploited
9,137,1054,9996,8978,5826,64.89,Safe
9,137,1055,16826,15658,10960,70.0,Semi-Critical
9,137,1056,10780,9341,9027,96.64,Critical
9,137,1057,7827,5939,2744,46.2,Safe
9,137,1058,18873,17431,11688,67.05,Safe
9,137,1059,19211,14332,6592,45.99,Safe
9,137,1060,19069,14364,7146,49.75,Safe
9,137,1061,10232,7855,3167,40.32,Safe
9,137,1062,7217,5600,2277,40.66,Safe
9,138,1063,8539,7075,4713,66.61,Safe
9,138,1065,12845,11282,10903,96.64,Critical
9,138,1067,19232,17915,14527,81.09,Semi-Critical
9,138,1068,14229,10274,8675,84.44,Semi-Critical
9,138,1070,19026,17857,13633,76.35,Semi-Critical
9,138,1071,9383,8729,8500,97.38,Critical
9,138,1074,17170,12250,12449,101.62,Over-Exploited
9,138,1075,19524,15425,15345,99.48,Critical
9,139,1078,7961,7191,6964,96.84,Critical
9,139,1079,8226,7015,3703,52.79,Safe
9,139,1080,18878,16891,13778,81.57,Semi-Critical
9,139,1081,11837,10413,8408,80.75,Semi-Critical
9,139,1082,19033,15686,12071,76.95,Semi-Critical
9,139,1083,12031,8545,6293,73.65,Semi-Critical
9,139,1084,19806,16757,7748,46.24,Safe
9,139,1085,14290,10176,4798,47.15,Safe
9,141,1096,15516,13203,13620,103.16,Over-Exploited
9,141,1097,14131,12719,10698,84.11,Semi-Critical
9,141,1098,8716,7375,4304,58.36,Safe
9,141,1099,8414,7987,4756,59.55,Safe
9,141,1100,6448,5248,4340,82.7,Semi-Critical
9,141,1101,5570,4941,3383,68.47,Safe
9,141,1102,7904,6851,4856,70.88,Semi-Critical
9,142,1103,18288,17334,7669,44.24,Safe
9,142,1104,18493,16242,8074,49.71,Safe
9,142,1105,7505,5561,3755,67.52,Safe
9,142,1106,5917,5555,4942,88.96,Semi-Critical
9,142,1107,15066,13061,5663,43.36,Safe
9,142,1108,18120,12952,8214,63.42,Safe
9,142,1109,11982,10357,9182,88.66,Semi-Critical
9,142,1110,12427,11442,10920,95.44,Critical
9,142,1111,11336,9570,5102,53.31,Safe
9,142,1112,6678,5265,4801,91.19,Critical
9,142,1113,5615,5082,5431,106.87,Over-Exploited
9,142,1114,17693,15846,16396,103.47,Over-Exploited
9,142,1115,14941,12491,11898,95.25,Critical
9,143,1116,17017,12568,11293,89.86,Semi-Critical
9,143,1117,12086,9218,5204,56.45,Safe
9,143,1118,17380,15374,12971,84.37,Semi-Critical
9,143,1119,15669,14125,12010,85.03,Semi-Critical
9,143,1120,9749,7504,5138,68.47,Safe
9,143,1121,8505,6735,5018,74.51,Semi-Critical
9,143,1122,16667,11990,10620,88.57,Semi-Critical
9,143,1123,9529,8369,8925,106.64,Over-Exploited
9,143,1124,6135,4299,2608,60.67,Safe
9,144,1125,17192,12234,7003,57.24,Safe
9,144,1126,13566,9510,7810,82.12,Semi-Critical
9,144,1127,12226,10530,5176,49.15,Safe
9,144,1128,10162,8173,6601,80.77,Semi-Critical
9,145,1129,5206,4031,1863,46.22,Safe
9,145,1133,9875,9165,6813,74.34,Semi-Critical
9,145,1134,6319,4727,3943,83.41,Semi-Critical
9,145,1135,6141,4896,2198,44.89,Safe
9,146,1137,9627,9001,4904,54.48,Safe
9,146,1138,12389,9995,6344,63.47,Safe
9,146,1139,19501,16354,10761,65.8,Safe
9,146,1140,7690,5537,4835,87.32,Semi-Critical
9,146,1141,12323,11060,8519,77.03,Semi-Critical
9,146,1142,8255,6650,4438,66.74,Safe
9,146,1143,13281,11954,8552,71.54,Semi-Critical
9,146,1144,10213,7797,3189,40.9,Safe
9,146,1145,9108,7337,6892,93.93,Critical
9,146,1146,8020,7191,3082,42.86,Safe
9,146,1147,6857,6469,6342,98.04,Critical
9,146,1148,13996,10005,7790,77.86,Semi-Critical
9,146,1149,14136,12766,9823,76.95,Semi-Critical
9,146,1150,7789,6037,5392,89.32,Semi-Critical
9,146,1151,19145,16037,16064,100.17,Over-Exploited
9,146,1152,8875,6856,7266,105.98,Over-Exploited
9,147,1153,12605,10756,8393,78.03,Semi-Critical
9,147,1154,14802,11670,5898,50.54,Safe
9,147,1155,13135,10290,10444,101.5,Over-Exploited
9,147,1156,16115,11433,4898,42.84,Safe
9,147,1157,11055,8144,7860,96.51,Critical
9,147,1158,8882,8253,7232,87.63,Semi-Critical
9,147,1159,16413,15585,16104,103.33,Over-Exploited
9,147,1160,19995,17898,18403,102.82,Over-Exploited
9,147,1161,12175,9395,4107,43.71,Safe
9,147,1162,18340,14683,12137,82.66,Semi-Critical
9,147,1163,17583,15558,7580,48.72,Safe
9,147,1164,12129,11427,5198,45.49,Safe
9,147,1165,10021,8155,5820,71.37,Semi-Critical
9,147,1166,9735,8833,4136,46.82,Safe
9,147,1167,7387,6971,6340,90.95,Critical
9,147,1168,17915,16452,17739,107.82,Over-Exploited
9,148,1169,11582,8765,7000,79.86,Semi-Critical
9,148,1170,18455,12955,7314,56.46,Safe
9,148,1171,14133,11631,11517,99.02,Critical
9,148,7480,18117,15088,15045,99.72,Critical
9,148,1172,10866,8152,7442,91.29,Critical
9,148,1173,7566,5834,4845,83.05,Semi-Critical
9,148,1174,5975,5325,5364,100.73,Over-Exploited
9,148,1175,12212,9984,5134,51.42,Safe
9,148,1176,14146,11024,11598,105.21,Over-Exploited
9,148,1177,6262,5358,5695,106.29,Over-Exploited
9,148,1178,10047,8672,8762,101.04,Over-Exploited
9,148,1179,14135,12613,7258,57.54,Safe
9,148,1180,15394,11378,11386,100.07,Over-Exploited
9,148,1181,18492,16372,12251,74.83,Semi-Critical
9,148,1182,12382,10522,8590,81.64,Semi-Critical
9,148,1183,11231,8023,7930,98.84,Critical
9,148,1184,8327,7447,3133,42.07,Safe
9,148,1185,10630,8459,5532,65.4,Safe
9,148,1186,18384,14387,13969,97.09,Critical
9,148,1187,17466,14182,13753,96.98,Critical
9,149,1188,7259,5709,5675,99.4,Critical
9,149,1189,15020,11784,6109,51.84,Safe
9,149,1190,6257,5643,5045,89.4,Semi-Critical
9,149,1191,5464,3994,2007,50.25,Safe
9,149,1192,19062,17968,17061,94.95,Critical
9,149,1193,8294,6956,3975,57.14,Safe
9,149,1194,11774,8780,8046,91.64,Critical
9,661,1130,12431,9109,6544,71.84,Semi-Critical
9,661,1131,6230,5282,5759,109.03,Over-Exploited
9,661,1132,15846,13599,10959,80.59,Semi-Critical
9,661,1136,14076,10039,8460,84.27,Semi-Critical
9,150,1195,8805,6698,4405,65.77,Safe
9,150,1196,19701,17708,16188,91.42,Critical
9,150,1197,11419,8134,6071,74.64,Semi-Critical
9,150,1198,19715,18015,7433,41.26,Safe
9,150,1199,18620,16097,13296,82.6,Semi-Critical
9,150,1200,10750,8692,8529,98.12,Critical
9,150,1201,18232,14341,8113,56.57,Safe
9,150,1202,8856,6241,3462,55.47,Safe
9,150,1203,8135,7372,6090,82.61,Semi-Critical
9,150,1204,11953,8793,8551,97.25,Critical
9,150,1205,14116,10973,6306,57.47,Safe
9,150,1206,11034,9293,9781,105.25,Over-Exploited
9,150,1207,9589,7302,7661,104.92,Over-Exploited
9,150,1208,6546,5395,2915,54.03,Safe
9,150,1209,11065,9984,5837,58.46,Safe
9,150,1210,6094,4982,4436,89.04,Semi-Critical
9,150,1211,7411,6945,7404,106.61,Over-Exploited
9,150,1212,7617,6945,6229,89.69,Semi-Critical
9,150,1213,19113,14970,10650,71.14,Semi-Critical
9,163,1337,13954,11163,5785,51.82,Safe
9,163,1338,15515,12502,9035,72.27,Semi-Critical
9,163,1339,9145,7833,6460,82.47,Semi-Critical
9,163,1340,7775,5999,3789,63.16,Safe
9,163,1341,18193,17143,12980,75.72,Semi-Critical
9,163,1342,17851,15212,7471,49.11,Safe
9,163,1343,18070,14453,10356,71.65,Semi-Critical
9,151,1214,11628,10014,4641,46.35,Safe
9,151,1215,8155,6514,2829,43.43,Safe
9,151,1216,8970,8112,8112,100.0,Over-Exploited
9,151,1217,12972,10921,5936,54.35,Safe
9,151,1218,15232,10822,8685,80.25,Semi-Critical
9,151,1219,19119,14228,7175,50.43,Safe
9,151,1220,13775,12621,7367,58.37,Safe
9,151,1221,10415,8756,5717,65.29,Safe
9,151,1222,9331,8748,4379,50.06,Safe
9,152,1223,15295,10983,4746,43.21,Safe
9,152,1224,6942,5371,5446,101.4,Over-Exploited
9,152,1225,17647,13206,5391,40.82,Safe
9,152,1226,11026,9244,4094,44.29,Safe
9,152,1227,13301,10583,10197,96.35,Critical
9,152,1228,5191,3837,2292,59.73,Safe
9,152,1229,14095,12131,10990,90.59,Critical
9,152,1230,18404,15350,7711,50.23,Safe
9,152,1231,5861,4505,2550,56.6,Safe
9,152,1232,11711,9602,7690,80.09,Semi-Critical
9,152,1233,14275,12653,13817,109.2,Over-Exploited
9,152,1234,5649,4244,1915,45.12,Safe
9,152,1235,9134,7062,4804,68.03,Safe
9,152,1236,16803,13216,5684,43.01,Safe
9,152,1237,12587,11160,6020,53.94,Safe
9,152,1238,13828,12607,13051,103.52,Over-Exploited
9,152,1239,6036,4793,2240,46.73,Safe
9,152,1240,9131,7068,7066,99.97,Critical
9,152,1241,7148,6593,3457,52.43,Safe
9,152,1242,17057,16201,16253,100.32,Over-Exploited
9,152,1243,16349,14184,11015,77.66,Semi-Critical
9,153,1244,16779,15898,16132,101.47,Over-Exploited
9,153,1245,16486,14260,7218,50.62,Safe
9,153,1246,10457,9237,8622,93.34,Critical
9,153,1247,11079,8831,7740,87.65,Semi-Critical
9,153,1248,17453,14106,11003,78.0,Semi-Critical
9,153,1249,7430,5468,5289,96.73,Critical
9,153,1250,6879,6230,5319,85.38,Semi-Critical
9,153,1251,17158,16004,16226,101.39,Over-Exploited
9,155,1258,16905,14468,9646,66.67,Safe
9,155,1259,17318,13610,11064,81.29,Semi-Critical
9,155,1260,12542,9262,9349,100.94,Over-Exploited
9,155,1261,17298,13255,7295,55.04,Safe
9,155,1262,7011,5355,3962,73.99,Semi-Critical
9,155,1263,8373,7145,7663,107.25,Over-Exploited
9,155,1264,15335,14357,10502,73.15,Semi-Critical
9,155,1265,12357,8799,5076,57.69,Safe
9,156,1266,15692,10988,7095,64.57,Safe
9,156,1267,19527,16598,16922,101.95,Over-Exploited
9,156,1268,17773,13703,14640,106.84,Over-Exploited
9,156,1269,6289,5786,6162,106.5,Over-Exploited
9,156,1270,6447,5040,4481,88.91,Semi-Critical
9,156,1271,8199,6333,4792,75.67,Semi-Critical
9,156,1272,11381,8733,4609,52.78,Safe
9,156,1273,15135,11142,5417,48.62,Safe
9,156,1274,12522,10585,4676,44.18,Safe
9,156,1275,11059,8206,3384,41.24,Safe
9,157,1276,8183,6596,6692,101.46,Over-Exploited
9,157,1277,19139,15602,15077,96.64,Critical
9,157,1278,18757,13225,10546,79.74,Semi-Critical
9,157,1279,10462,7367,8097,109.91,Over-Exploited
9,157,1280,8216,6819,7276,106.7,Over-Exploited
9,157,1281,8136,7110,6104,85.85,Semi-Critical
9,157,1282,8318,7781,5642,72.51,Semi-Critical
9,157,1283,7782,5795,2935,50.65,Safe
9,157,1284,14182,10293,7832,76.09,Semi-Critical
9,157,1285,12657,9024,4606,51.04,Safe
9,633,1064,9920,8025,5448,67.89,Safe
9,633,1066,18750,16046,17006,105.98,Over-Exploited
9,633,1069,15345,13966,8929,63.93,Safe
9,633,1072,11324,9859,4998,50.69,Safe
9,633,1073,11327,8518,6879,80.76,Semi-Critical
9,633,1076,13417,10940,8988,82.16,Semi-Critical
9,633,1077,5776,5357,2869,53.56,Safe
9,158,1286,16029,12529,6735,53.76,Safe
9,158,1287,10208,8418,9198,109.27,Over-Exploited
9,158,1288,5687,5343,3047,57.03,Safe
9,158,1289,5529,4885,4820,98.67,Critical
9,158,1290,16634,14753,10758,72.92,Semi-Critical
9,158,1291,10067,7681,5411,70.45,Semi-Critical
9,158,1292,18223,14645,8881,60.64,Safe
9,158,1293,13080,9425,8875,94.16,Critical
9,159,1294,10518,8957,9104,101.64,Over-Exploited
9,159,1295,7153,5192,3025,58.26,Safe
9,159,1296,14486,13167,6143,46.65,Safe
9,159,1297,11094,10024,4970,49.58,Safe
9,159,1298,11974,9979,9529,95.49,Critical
9,159,1299,14718,10822,7630,70.5,Semi-Critical
9,159,1300,9774,6904,3399,49.23,Safe
9,159,1301,12692,11412,7283,63.82,Safe
9,159,1302,16088,13675,10392,75.99,Semi-Critical
9,159,1303,8103,7112,7086,99.63,Critical
9,159,1304,7440,5773,4902,84.91,Semi-Critical
9,159,1305,9135,7558,3954,52.32,Safe
9,159,1306,19995,17731,9062,51.11,Safe
9,159,1307,16994,13861,9545,68.86,Safe
9,159,1308,12124,10309,4666,45.26,Safe
9,160,1309,10201,9154,8503,92.89,Critical
9,160,1310,5844,4405,2999,68.08,Safe
9,160,1311,19031,13635,8727,64.0,Safe
9,160,1312,19536,16272,12307,75.63,Semi-Critical
9,160,1313,5446,3896,3491,89.6,Semi-Critical
9,160,1314,8915,7948,6346,79.84,Semi-Critical
9,160,7110,8109,7134,6860,96.16,Critical
9,160,1315,6234,5737,4822,84.05,Semi-Critical
9,160,1316,11587,9963,9480,95.15,Critical
9,160,1317,18638,13359,11859,88.77,Semi-Critical
9,160,1318,5226,3988,2134,53.51,Safe
9,160,1319,9143,8246,3600,43.66,Safe
9,160,1320,12185,9038,9330,103.23,Over-Exploited
9,160,1321,16151,14125,15000,106.19,Over-Exploited
9,160,1322,10558,9450,8588,90.88,Critical
9,161,1323,15022,11755,10661,90.69,Critical
9,161,1324,16971,13247,7803,58.9,Safe
9,161,1325,5186,4353,3394,77.97,Semi-Critical
9,161,1326,19680,18013,19716,109.45,Over-Exploited
9,161,1327,19559,14786,14775,99.93,Critical
9,161,1328,16069,15029,9213,61.3,Safe
9,162,1329,7535,6403,3910,61.07,Safe
9,162,1330,6932,6571,4852,73.84,Semi-Critical
9,162,1331,16116,11642,7954,68.32,Safe
9,162,1332,14040,10272,6777,65.98,Safe
9,162,1333,7032,6375,5347,83.87,Semi-Critical
9,162,1334,6252,5728,2337,40.8,Safe
9,162,1335,10509,8526,7966,93.43,Critical
9,162,1336,10074,8850,8124,91.8,Critical
9,164,1344,18900,17329,17003,98.12,Critical
9,164,1345,18304,13010,12867,98.9,Critical
9,164,1346,19523,16467,13115,79.64,Semi-Critical
9,164,1347,6881,6284,5944,94.59,Critical
9,164,1348,5269,4212,3136,74.45,Semi-Critical
9,164,1349,6630,5142,5481,106.59,Over-Exploited
9,164,1350,9405,8454,4510,53.35,Safe
9,164,1351,16395,12852,13378,104.09,Over-Exploited
9,164,1352,11139,7806,4535,58.1,Safe
9,164,1353,6574,6178,2915,47.18,Safe
9,164,1354,18383,15589,11027,70.74,Semi-Critical
9,164,1355,16084,14554,12086,83.04,Semi-Critical
9,165,1356,6695,6067,3407,56.16,Safe
9,165,1357,8258,5917,4668,78.89,Semi-Critical
9,165,1358,19821,14721,14213,96.55,Critical
9,165,1359,8262,6426,3726,57.98,Safe
9,166,1360,6445,5028,4053,80.61,Semi-Critical
9,166,1361,11263,9739,6208,63.74,Safe
9,166,1362,13411,11476,8846,77.08,Semi-Critical
9,166,1363,5052,4161,3606,86.66,Semi-Critical
9,166,1364,14949,11253,7261,64.53,Safe
9,166,1365,10570,8408,9216,109.61,Over-Exploited
9,166,1366,12579,10514,8354,79.46,Semi-Critical
9,166,1367,6666,5446,5321,97.7,Critical
9,166,1368,18548,13573,12318,90.75,Critical
9,167,1369,11901,10263,10231,99.69,Critical
9,167,1370,7785,5591,2916,52.16,Safe
9,167,1371,5719,4544,2525,55.57,Safe
9,167,1372,13597,11931,8843,74.12,Semi-Critical
9,167,1373,19943,14059,14011,99.66,Critical
9,167,1374,19757,16645,8960,53.83,Safe
9,167,1375,11855,9289,10029,107.97,Over-Exploited
9,167,1376,7294,5121,2505,48.92,Safe
9,167,1377,13263,9915,5181,52.25,Safe
9,167,1378,19141,17901,9255,51.7,Safe
9,168,1379,19520,16207,13130,81.01,Semi-Critical
9,168,1380,15245,14472,15083,104.22,Over-Exploited
9,168,1381,14421,11986,6934,57.85,Safe
9,168,1382,14759,12338,9711,78.71,Semi-Critical
9,168,1383,16874,13464,7042,52.3,Safe
9,168,1384,16145,12552,10566,84.18,Semi-Critical
9,168,1385,9482,7233,3517,48.62,Safe
9,168,1386,19079,14993,11153,74.39,Semi-Critical
9,168,1387,5698,4643,3986,85.85,Semi-Critical
9,169,1388,12243,9157,7374,80.53,Semi-Critical
9,169,1389,18488,13980,6962,49.8,Safe
9,169,1390,14018,10764,5521,51.29,Safe
9,169,1391,10918,8868,7714,86.99,Semi-Critical
9,169,1392,5348,4616,4460,96.62,Critical
9,169,1393,10374,9482,9820,103.56,Over-Exploited
9,169,1394,17100,13197,12794,96.95,Critical
9,169,1395,12869,9599,10383,108.17,Over-Exploited
9,169,1396,5307,4217,2891,68.56,Safe
9,169,1397,8416,7772,4910,63.18,Safe
9,169,1398,18438,12952,5436,41.97,Safe
9,169,1399,19248,16735,11964,71.49,Semi-Critical
9,170,1400,15526,12720,10887,85.59,Semi-Critical
9,170,1401,18053,13363,12972,97.07,Critical
9,170,1402,9820,7662,4499,58.72,Safe
9,170,1403,16001,12100,9190,75.95,Semi-Critical
9,170,1404,18907,17384,15009,86.34,Semi-Critical
